name,argument,role,value_types
matlab.io.hdfeos.sw.open,access,,
matlab.io.hdfeos.sw.open,filename,,
matlab.io.hdfeos.sw.periodInfo,fieldName,,
matlab.io.hdfeos.sw.periodInfo,periodID,,
matlab.io.hdfeos.sw.periodInfo,swathID,,
matlab.io.hdfeos.sw.readAttr,attrName,,
matlab.io.hdfeos.sw.readAttr,swathID,,
matlab.io.hdfeos.sw.readField,count,,
matlab.io.hdfeos.sw.readField,fieldName,,
matlab.io.hdfeos.sw.readField,start,,
matlab.io.hdfeos.sw.readField,stride,,
matlab.io.hdfeos.sw.readField,swathID,,
matlab.io.hdfeos.sw.regionInfo,fieldName,,
matlab.io.hdfeos.sw.regionInfo,regionID,,
matlab.io.hdfeos.sw.regionInfo,swathID,,
matlab.io.hdfeos.sw.setFillValue,fieldName,,
matlab.io.hdfeos.sw.setFillValue,fillValue,,
matlab.io.hdfeos.sw.setFillValue,swathID,,
matlab.io.hdfeos.sw.writeAttr,attrName,,
matlab.io.hdfeos.sw.writeAttr,data,,
matlab.io.hdfeos.sw.writeAttr,swathID,,
matlab.io.hdfeos.sw.writeField,fieldName,,
matlab.io.hdfeos.sw.writeField,swathID,,
matlab.io.hdfeos.sw.writeField,varargin,,
matlab.io.saveVariablesToScript,filename,Name of MATLAB script for saving variables,"filename, variable"
matlab.io.saveVariablesToScript,varnames,Name of variables to save,"string, cell array"
matlab.lang.makeUniqueStrings,S,Input values,"character vector, cell array of character vectors, string array"
matlab.lang.makeUniqueStrings,excludedStrings,Strings to exclude,"character vector, cell array of character vectors, string array"
matlab.lang.makeUniqueStrings,maxStringLength,Maximum length of strings,integer
matlab.lang.makeUniqueStrings,whichStringsIdx,Subset of strings to make unique,range of linear indices or logical array
matlab.lang.makeValidName,S,Input strings,"character vector, cell array of character vectors, string array"
matlab.net.base64decode,V,Text encoded using base 64,"string, character vector"
matlab.net.base64encode,V,Data to encode,"string, character vector, numeric vector"
matlab.project.convertDefinitionFiles,definitionType,Definition file type,"matlab.project.DefinitionFiles.SingleFile, matlab.project.DefinitionFiles.MultiFile, matlab.project.DefinitionFiles.FixedPathMultiFile"
matlab.project.convertDefinitionFiles,projectRoot,Full path to project folder,"character vector, string scalar"
matlab.project.createProject,name,New project name,"character vector, string scalar"
matlab.project.createProject,path,New project path,"character vector, string scalar"
matlab.project.deleteProject,path,Project path,"character vector, string scalar"
matlab.project.loadProject,projectPath,Full path to project file or folder,"character vector, string scalar"
matlab.settings.loadSettingsCompatibilityResults,toolboxName,Name of toolbox,"character vector, string"
matlab.settings.loadSettingsCompatibilityResults,version,Toolbox version,"character vector, string"
matlab.settings.mustBeIntegerScalar,settingvalue,Setting value to validate,scalar
matlab.settings.mustBeLogicalScalar,settingvalue,Setting value to validate,scalar
matlab.settings.mustBeNumericScalar,settingvalue,Setting value to validate,scalar
matlab.settings.mustBeStringScalar,settingvalue,Setting value to validate,scalar
matlab.settings.reloadFactoryFile,toolboxName,Name of toolbox,"string scalar, character vector"
matlab.tall.blockMovingWindow,blockfcn,Function to apply to blocks of data,"function handle, anonymous function"
matlab.tall.blockMovingWindow,tX,Input arrays (as separate arguments),"scalars, vectors, matrices, multidimensional arrays, tables, timetables"
matlab.tall.blockMovingWindow,tY,Input arrays (as separate arguments),"scalars, vectors, matrices, multidimensional arrays, tables, timetables"
matlab.tall.blockMovingWindow,window,Window size,"positive integer scalar, two-element row vector"
matlab.tall.blockMovingWindow,windowfcn,Function to apply to incomplete windows of data,"function handle, anonymous function, []"
matlab.tall.movingWindow,fcn,Window function to apply,"function handle, anonymous function"
matlab.tall.movingWindow,tX,Input arrays (as separate arguments),"scalars, vectors, matrices, multidimensional arrays, tables, timetables"
matlab.tall.movingWindow,tY,Input arrays (as separate arguments),"scalars, vectors, matrices, multidimensional arrays, tables, timetables"
matlab.tall.movingWindow,window,Window size,"positive integer scalar, two-element row vector"
matlab.tall.reduce,PA,Prototype of output arrays,arrays
matlab.tall.reduce,PB,Prototype of output arrays,arrays
matlab.tall.reduce,fcn,Transform function to apply,"function handle, anonymous function"
matlab.tall.reduce,reducefcn,Reduction function to apply,"function handle, anonymous function"
matlab.tall.reduce,tX,Input arrays,"scalars, vectors, matrices, multidimensional arrays"
matlab.tall.reduce,tY,Input arrays,"scalars, vectors, matrices, multidimensional arrays"
matlab.tall.transform,PA,Prototype of output arrays,arrays
matlab.tall.transform,PB,Prototype of output arrays,arrays
matlab.tall.transform,fcn,Transform function to apply,"function handle, anonymous function"
matlab.tall.transform,tX,Input arrays,"scalars, vectors, matrices, multidimensional arrays"
matlab.tall.transform,tY,Input arrays,"scalars, vectors, matrices, multidimensional arrays"
matlab.uitest.unlock,fig,Figure to unlock,"figure handle, array of figure handles"
matlab.wsdl.createWSDLClient,folder,Folder for generated files,"string, character vector"
matlab.wsdl.createWSDLClient,options,Additional options,weboptions object
matlab.wsdl.createWSDLClient,wsdlURL,WSDL URL or file path,"string, character vector"
matlab.wsdl.setWSDLToolPath,varargin,,
matlab_jenv,jrePath,JRE path,"string, character vector"
matlab_jenv,version,JRE version,"system, factory"
matlabshared.supportpkg.setSupportPackageRoot,installDir,Root folder of support packages,character vector
max,A,Input array,"scalar, vector, matrix, multidimensional array"
max,B,Additional input array,"scalar, vector, matrix, multidimensional array"
max,dim,Dimension to operate along,positive integer scalar
max,method,Comparison method,"'auto', 'real', 'abs'"
max,nanflag,NaN condition,"'omitnan', 'includenan'"
max,vecdim,Vector of dimensions,vector of positive integers
maxk,A,Input array,"vector, matrix, multidimensional array"
maxk,c,Comparison method,"'auto', 'real', 'abs'"
maxk,dim,Operating dimension,positive integer scalar
maxk,k,Number of maxima,nonnegative integer scalar
mean,A,Input array,"vector, matrix, multidimensional array"
mean,dim,Dimension to operate along,positive integer scalar
mean,nanflag,NaN condition,"'includenan', 'omitnan'"
mean,outtype,Output data type,"'default', 'double', 'native'"
mean,vecdim,Vector of dimensions,vector of positive integers
median,A,Input array,"vector, matrix, multidimensional array"
median,dim,Dimension to operate along,positive integer scalar
median,nanflag,NaN condition,"'includenan', 'omitnan'"
median,vecdim,Vector of dimensions,vector of positive integers
memmapfile,filename,Name of file to map,"character vector, string scalar"
memoize,fh,Function to memoize,function handle
menu,message,Dialog box text,"character vector, string scalar"
menu,opt,Dialog box option,"character vector, string scalar"
menu,options,Dialog box options,"cell array of character vectors, string array"
mesh,C,Color array,"matrix, m-by-n-by-3 array of RGB triplets"
mesh,X,x-coordinates,"matrix, vector"
mesh,Y,y-coordinates,"matrix, vector"
mesh,Z,z-coordinates,matrix
mesh,ax,Axes to plot in,axes object
meshc,C,Color array,"matrix, m-by-n-by-3 array of RGB triplets"
meshc,X,x-coordinates,"matrix, vector"
meshc,Y,y-coordinates,"matrix, vector"
meshc,Z,z-coordinates,matrix
meshc,ax,Axes to plot in,axes object
meshgrid,x,x-coordinates of points,vector
meshgrid,y,y-coordinates of points,vector
meshgrid,z,z-coordinates of points,vector
meshz,C,Color array,matrix
meshz,X,x-coordinates,"matrix, vector"
meshz,Y,y-coordinates,"matrix, vector"
meshz,Z,z-coordinates,matrix
meshz,ax,Axes to plot in,axes object
meta.abstractDetails,ClassName,,
meta.abstractDetails,mc,,
methods,'-full',Display full description,'-full'
methods,ClassName,Class name,"character vector, string scalar"
methodsview,object,Object name,"string, character vector"
methodsview,packagename.classname,Fully qualified class name,"string, character vector"
mex,api,Release-specific API,"-R2017b, -R2018a, -largeArrayDims, -compatibleArrayDims"
mex,filenames,One or more file names,"string, character vector"
mex,lang,Language,"C, C++, CPP, Fortran"
mex,option1 ... optionN,Optional build options,strings or character vectors corresponding to valid option flags
mex.getCompilerConfigurations,lang,Language,"'Any', 'C', 'C++', 'CPP', 'Fortran'"
mex.getCompilerConfigurations,list,Set of configurations,"'Selected', 'Installed', 'Supported'"
mexext,varargin,,
mexhost,envVariables,Environment variables and values,n-by-2 string array
mfilename,'arg',flag,"choices={'fullpath','class'}"
min,A,Input array,"scalar, vector, matrix, multidimensional array"
min,B,Additional input array,"scalar, vector, matrix, multidimensional array"
min,dim,Dimension to operate along,positive integer scalar
min,method,Comparison method,"'auto', 'real', 'abs'"
min,nanflag,NaN condition,"'omitnan', 'includenan'"
min,vecdim,Vector of dimensions,vector of positive integers
mink,A,Input array,"vector, matrix, multidimensional array"
mink,c,Comparison method,"'auto', 'real', 'abs'"
mink,dim,Operating dimension,positive integer scalar
mink,k,Number of minima,nonnegative integer scalar
minres,A,Coefficient matrix,"matrix, function handle"
minres,M,Preconditioner matrices (as separate arguments),"eye(size(A)), matrices, function handles"
minres,M1,Preconditioner matrices (as separate arguments),"eye(size(A)), matrices, function handles"
minres,M2,Preconditioner matrices (as separate arguments),"eye(size(A)), matrices, function handles"
minres,b,Right-hand side of linear equation,column vector
minres,maxit,Maximum number of iterations,"[] or min(size(A,1),20), positive scalar integer"
minres,tol,Method tolerance,"[] or 1e-6, positive scalar"
minres,x0,Initial guess,"[] or a column vector of zeros, column vector"
minus,A,Operands,"scalars, vectors, matrices, multidimensional arrays"
minus,B,Operands,"scalars, vectors, matrices, multidimensional arrays"
mislocked,fun,Name of function or script,"character vector, string scalar"
mkdir,folderName,Folder name,"character vector, string scalar"
mkdir,parentFolder,Parent folder,"character vector, string scalar"
mkpp,breaks,Break points,vector
mkpp,coefs,Polynomial coefficients,matrix
mkpp,d,Dimension,"scalar, vector"
mldivide,A,Operands,"vectors, full matrices, sparse matrices"
mldivide,B,Operands,"vectors, full matrices, sparse matrices"
mlint,varargin,,
mlintrpt,f,File or folder name,character vector
mlintrpt,inputType,Input type,"'file', 'dir'"
mlintrpt,settingsfile,Settings file name,character vector
mmfileinfo,filename,required,"file, matlabpathfile=*.asf,*.asx,*.avi,*.m4v,*.mj2,*.mov,*.mp4,*.mpg,*.ogg,*.wmv, char"
mod,a,Dividend,"scalar, vector, matrix, multidimensional array"
mod,m,Divisor,"scalar, vector, matrix, multidimensional array"
mode,A,Input array,"vector, matrix, multidimensional array"
mode,dim,Dimension to operate along,positive integer scalar
mode,vecdim,Vector of dimensions,vector of positive integers
more,n,Page size,positive integer
movefile,destination,File or folder destination,"character vector, string scalar"
movefile,source,File or folder to move,"character vector, string scalar"
movegui,f,Figure,Figure object
movegui,position,Position,"two-element numeric vector, character vector, string scalar"
movie,M,Array of movie frames,structure array
movie,fps,Frames per second,"12, numeric scalar"
movie,h,Graphics object handle,"gca, axes handle, figure handle"
movie,loc,Location vector,numeric vector
movie,n,Number of times to play movie,"1, numeric scalar, numeric array"
movmad,A,Input array,"vector, matrix, multidimensional array"
movmad,[kb kf],Directional window length,numeric or duration row vector containing two elements
movmad,dim,Dimension to operate along,positive integer scalar
movmad,k,Window length,numeric or duration scalar
movmad,nanflag,NaN condition,"'includenan', 'omitnan'"
movmax,A,Input array,"vector, matrix, multidimensional array"
movmax,[kb kf],Directional window length,numeric or duration row vector containing two elements
movmax,dim,Dimension to operate along,positive integer scalar
movmax,k,Window length,numeric or duration scalar
movmax,nanflag,NaN condition,"'omitnan', 'includenan'"
movmean,A,Input array,"vector, matrix, multidimensional array"
movmean,[kb kf],Directional window length,numeric or duration row vector containing two elements
movmean,dim,Dimension to operate along,positive integer scalar
movmean,k,Window length,numeric or duration scalar
movmean,nanflag,NaN condition,"'includenan', 'omitnan'"
movmedian,A,Input array,"vector, matrix, multidimensional array"
movmedian,[kb kf],Directional window length,numeric or duration row vector containing two elements
movmedian,dim,Dimension to operate along,positive integer scalar
movmedian,k,Window length,numeric or duration scalar
movmedian,nanflag,NaN condition,"'includenan', 'omitnan'"
movmin,A,Input array,"vector, matrix, multidimensional array"
movmin,[kb kf],Directional window length,numeric or duration row vector containing two elements
movmin,dim,Dimension to operate along,positive integer scalar
movmin,k,Window length,numeric or duration scalar
movmin,nanflag,NaN condition,"'omitnan', 'includenan'"
movprod,A,Input array,"vector, matrix, multidimensional array"
movprod,[kb kf],Directional window length,numeric or duration row vector containing two elements
movprod,dim,Dimension to operate along,positive integer scalar
movprod,k,Window length,numeric or duration scalar
movprod,nanflag,NaN condition,"'includenan', 'omitnan'"
movstd,A,Input array,"vector, matrix, multidimensional array"
movstd,[kb kf],Directional window length,numeric or duration row vector containing two elements
movstd,dim,Dimension to operate along,positive integer scalar
movstd,k,Window length,numeric or duration scalar
movstd,nanflag,NaN condition,"'includenan', 'omitnan'"
movstd,w,Weight,"0, 1"
movsum,A,Input array,"vector, matrix, multidimensional array"
movsum,[kb kf],Directional window length,numeric or duration row vector containing two elements
movsum,dim,Dimension to operate along,positive integer scalar
movsum,k,Window length,numeric or duration scalar
movsum,nanflag,NaN condition,"'includenan', 'omitnan'"
movvar,A,Input array,"vector, matrix, multidimensional array"
movvar,[kb kf],Directional window length,numeric or duration row vector containing two elements
movvar,dim,Dimension to operate along,positive integer scalar
movvar,k,Window length,numeric or duration scalar
movvar,nanflag,NaN condition,"'includenan', 'omitnan'"
movvar,w,Weight,"0, 1"
mpower,A,Operands,"scalar, matrix"
mpower,B,Operands,"scalar, matrix"
mrdivide,A,Operands,"vectors, full matrices, sparse matrices"
mrdivide,B,Operands,"vectors, full matrices, sparse matrices"
msgbox,createmode,Window mode,"'non-modal', 'modal', 'replace', structure array"
msgbox,icon,Icon,"'none', 'help', 'warn', 'error', 'custom'"
msgbox,iconcmap,Colormap,three-column matrix of RGB triplets
msgbox,icondata,Image array,"m-by-n array, m-by-n-by-3 truecolor image array"
msgbox,message,Dialog box text,"character vector, cell array of character vectors, string array"
msgbox,title,Title,"character vector, string scalar"
mtimes,A,Operands,"scalars, vectors, matrices"
mtimes,B,Operands,"scalars, vectors, matrices"
mu2lin,mu,required,numeric
multibandread,byteorder,required,"char, choices={'n','b','l','s','a','native','ieee-be','ieee-le','ieee-be.l64','ieee-le.l64'}"
multibandread,filename,required,"file, char"
multibandread,interleave,required,"char, choices={'bsq','bil','bip'}"
multibandread,offset,required,"numeric, scalar"
multibandread,precision,required,char
multibandread,size,required,"numeric, numel=3"
multibandread,subset1,ordered,cell
multibandread,subset2,ordered,cell
multibandread,subset3,ordered,cell
multibandwrite,data,required,
multibandwrite,filename,required,"file, char"
multibandwrite,fillvalue,namevalue,numeric
multibandwrite,interleave,required,"char, choices={'bsq','bil','bip'}"
multibandwrite,machfmt,namevalue,"char, choices={'n','b','l','s','a','native','ieee-be','ieee-le','ieee-be.l64','ieee-le.l64'}"
multibandwrite,offset,namevalue,numeric
multibandwrite,precision,namevalue,char
munlock,fun,Name of function or script,"character vector, string scalar"
mustBeA,classNames,Name of one or more classes,name of data type or class
mustBeA,value,Value to validate,"scalar, array"
mustBeFile,path,Path to file,"string scalar, character vector"
mustBeFinite,value,Value to validate,"scalar, array"
mustBeFloat,value,Value to validate,floating-point array
mustBeFolder,path,Path to folder,"string scalar, character vector"
mustBeGreaterThan,c,Constant value that the value argument must be greater than,scalar
mustBeGreaterThan,value,Value to validate,"scalar, array"
mustBeGreaterThanOrEqual,c,Constant value that the value argument must be greater than or equal to,scalar
mustBeGreaterThanOrEqual,value,Value to validate,"scalar, array"
mustBeInRange,boundflag1,Include or exclude upper or lower bound in range,inclusive
mustBeInRange,boundflag2,Include or exclude upper or lower bound in range,inclusive
mustBeInRange,lower,Lower bound of range,"numeric, logical, object"
mustBeInRange,upper,Upper bound of range,"numeric, logical, object"
mustBeInRange,value,Value to validate,"scalar, array"
mustBeInteger,value,Value to validate,"scalar, array"
mustBeLessThan,c,Constant value that the value argument must be less than,scalar
mustBeLessThan,value,Value to validate,"scalar, array"
mustBeLessThanOrEqual,c,Constant value that the value argument must be less than or equal to,scalar
mustBeLessThanOrEqual,value,Value to validate,"scalar, array"
mustBeMember,S,Set of values to which value must belong,"scalar, array"
mustBeMember,value,Value to validate,"scalar, array"
mustBeNegative,value,Value to validate,"scalar, array"
mustBeNonNan,value,Value to validate,"scalar, array"
mustBeNonempty,value,Value to validate,"scalar, array"
mustBeNonmissing,value,Value to validate,"scalar, array"
mustBeNonnegative,value,Value to validate,"scalar, array"
mustBeNonpositive,value,Value to validate,"scalar, array"
mustBeNonsparse,value,Value to validate,"scalar, array"
mustBeNonzero,value,Value to validate,"scalar, array"
mustBeNonzeroLengthText,value,Value to validate,"scalar, array"
mustBeNumeric,value,Value to validate,"scalar, array"
mustBeNumericOrLogical,value,Value to validate,"scalar, array"
mustBePositive,value,Value to validate,"scalar, array"
mustBeReal,value,Value to validate,"scalar, array"
mustBeScalarOrEmpty,value,Value to validate,"scalar, empty"
mustBeText,value,Value to validate,"scalar, array"
mustBeTextScalar,value,Value to validate,"scalar, array"
mustBeUnderlyingType,typename,Name of data type to test,"character vector, string scalar"
mustBeUnderlyingType,value,Value to validate,"scalar, array, object"
mustBeValidVariableName,varname,Variable name,"string scalar, character vector, cellstr"
mustBeVector,value,Value to validate,row or column vector
namedPattern,description,Named pattern description,"string array, character vector, cell array of character vectors"
namedPattern,name,Pattern name,"string array, character vector, cell array of character vectors"
namedPattern,pat,Input pattern,"pattern array, string array, character vector, cell array of character vectors"
namedargs2cell,S,Name-value structure,structure
nargchk,maxArgs,Maximum number of accepted inputs,scalar
nargchk,minArgs,Minimum number of accepted inputs,scalar
nargchk,numArgs,Number of function inputs,scalar
nargin,fun,Function,"function handle, character vector, string scalar"
narginchk,maxArgs,Maximum number of accepted inputs,scalar
narginchk,minArgs,Minimum number of accepted inputs,scalar
nargout,fun,Function,"function handle, character vector, string scalar"
nargoutchk,maxArgs,Maximum number of accepted outputs,scalar
nargoutchk,minArgs,Minimum number of accepted outputs,scalar
nargoutchk,numArgs,Number of function outputs,scalar
native2unicode,bytes,required,"numeric, vector"
native2unicode,encoding,ordered,"char, char, choices={'UTF-8','ISO-8859-1','windows-1251','GB2312','Shift_JIS','windows-1252','EUC-KR','GBK','EUC-JP'}"
nccreate,filename,File name,"character vector, string scalar"
nccreate,varname,Name of new variable,"character vector, string scalar"
ncdisp,dispFormat,Display format,"'full', 'min'"
